id,filtered_words_array,features,label_index
F172,"['friend', 'thank', 'contain', 'run', 'get', 'perhaps.', 'station', 'board', 'miss', 'somebody.', 'every', 'although', 'one.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[266,488,503,1071,1687,2466,4377,5441,5850,7281,7454,7493,7779,7936,8338,8415,8741,9426,9681],[3.8187108282864943,3.6516567436233283,0.691153161953081,4.607168188650764,4.270695952029551,4.830311739964974,2.60568818844064,5.117993812416755,0.691153161953081,0.6871770135734415,4.019381523748645,4.607168188650764,3.577548771469606,0.691153161953081,0.691153161953081,4.607168188650764,5.523458920524919,4.137164559405029,3.914021008090819])",0.0
R182,"['better', 'close', 'teach.', 'democratic', 'statement', 'take', 'box.', 'kitchen', 'view', 'budget', 'likely.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[756,855,2543,3497,3614,4506,4687,4991,5459,5606,7293,8113,8774,9034,9144,9462,9817],[4.42484663185681,4.019381523748645,3.7316994512968646,3.7316994512968646,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,4.607168188650764,3.914021008090819,3.7316994512968646,5.117993812416755,4.270695952029551,2.849310271098391,2.7508701982851385,0.691153161953081,3.6516567436233283])",1.0
F014,"['little', 'everyone', 'across', 'seven', 'keep', 'someone', 'soon.', 'director', 'clear', 'apply', 'major', 'attention', 'section.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1058,1133,1590,1611,1853,3144,3671,3892,5635,5850,6747,7074,7281,7312,7850,7936,8338,8893,9594],[0.691153161953081,4.607168188650764,4.607168188650764,3.914021008090819,4.137164559405029,4.137164559405029,4.137164559405029,3.914021008090819,2.5530444549552183,5.523458920524919,0.691153161953081,2.5530444549552183,3.5085558999826545,0.6871770135734415,4.607168188650764,4.42484663185681,0.691153161953081,0.691153161953081,4.019381523748645,4.137164559405029])",0.0
R230,"['green', 'public', 'sometimes', 'rule', 'yet', 'attack.', 'foreign', 'bill', 'purpose', 'successful', 'appear.', 'happen', 'occur', 'ahead', 'size', 'main', 'unit', 'act', 'single.', 'possible', 'poor', 'dream', 'which.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[343,551,1637,1770,1921,1952,2366,3192,3489,3556,3614,3643,4037,4506,4687,4704,5659,5869,6100,6206,6315,6335,6928,8089,8103,8135,8268,9462],[4.270695952029551,4.42484663185681,4.42484663185681,3.0385522707369192,4.137164559405029,5.523458920524919,4.270695952029551,4.830311739964974,5.117993812416755,2.8844015909096608,0.6832166123573445,4.830311739964974,3.914021008090819,0.691153161953081,0.6871770135734415,4.137164559405029,4.270695952029551,3.914021008090819,3.8187108282864943,4.019381523748645,4.830311739964974,4.270695952029551,3.7316994512968646,4.270695952029551,4.137164559405029,5.523458920524919,4.42484663185681,0.691153161953081])",1.0
F223,"['dinner', 'three', 'thought.', 'decide', 'discover', 'apply', 'able', 'effort', 'middle.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,2240,2259,3496,4170,4461,5726,5850,5925,6069,7281,7312,7936,8293,8338,9813],[0.691153161953081,3.8187108282864943,2.7826188965997183,3.914021008090819,4.830311739964974,5.117993812416755,4.019381523748645,0.691153161953081,3.914021008090819,4.270695952029551,0.6871770135734415,4.607168188650764,0.691153161953081,4.42484663185681,0.691153161953081,2.997730276216664])",0.0
R221,"['face', 'business', 'knowledge', 'land.', 'begin', 'role', 'southern.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[1417,1513,3350,3614,4034,4506,4687,5374,6944,7864,9123,9462],[5.523458920524919,4.270695952029551,3.8187108282864943,0.6832166123573445,3.914021008090819,0.691153161953081,0.6871770135734415,4.019381523748645,2.849310271098391,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
R173,"['participant', 'one', 'next', 'foot', 'maintain', 'pattern', 'they.', 'soldier', 'pass', 'attention', 'hotel', 'city', 'support.', 'view', 'plan', 'too.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[617,659,815,821,1777,2059,2663,3144,3614,4141,4506,4687,5247,5396,5495,6123,7293,7890,8273,8392,9462,9873],[4.019381523748645,4.42484663185681,4.137164559405029,2.849310271098391,4.830311739964974,2.60568818844064,3.8187108282864943,4.137164559405029,0.6832166123573445,4.137164559405029,0.691153161953081,0.6871770135734415,4.137164559405029,4.270695952029551,3.8187108282864943,4.019381523748645,3.7316994512968646,3.7316994512968646,4.137164559405029,4.137164559405029,0.691153161953081,4.607168188650764])",1.0
F249,"['subject', 'create', 'area.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1404,2066,4105,5850,7281,7936,8338,8655,9876],[0.691153161953081,4.270695952029551,2.7508701982851385,5.117993812416755,0.691153161953081,0.6871770135734415,0.691153161953081,0.691153161953081,3.6516567436233283,2.7508701982851385])",0.0
F112,"['remain', 'house', 'amount', 'institution.', 'short', 'form', 'else', 'indicate', 'federal.', 'according', 'people', 'help', 'son', 'health.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[209,503,1262,2259,2782,4263,5034,5205,5621,5836,5850,6219,6485,7180,7222,7281,7564,7936,8338,9347,9813],[4.137164559405029,0.691153161953081,3.8187108282864943,2.7826188965997183,5.523458920524919,4.607168188650764,4.42484663185681,4.42484663185681,4.270695952029551,4.019381523748645,0.691153161953081,2.958509563063383,3.914021008090819,5.523458920524919,4.830311739964974,0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,4.830311739964974,2.997730276216664])",0.0
R058,"['sell', 'man', 'almost.', 'exist', 'quality', 'parent', 'career', 'rule.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[1140,2569,3506,3614,4485,4506,4687,4930,4991,5432,6602,7711,9462,9932],[4.607168188650764,3.8187108282864943,4.137164559405029,0.6832166123573445,3.8187108282864943,0.691153161953081,0.6871770135734415,3.5085558999826545,2.6330871626287546,2.6902455764687034,4.607168188650764,5.117993812416755,0.691153161953081,4.270695952029551])",1.0
R159,"['else', 'pm', 'local', 'quickly.', 'education', 'fear', 'court', 'few.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[228,682,3614,3818,4506,4568,4687,5034,5530,7026,9034,9144,9462,9513],[4.270695952029551,5.523458920524919,0.6832166123573445,5.117993812416755,0.691153161953081,4.270695952029551,0.6871770135734415,4.42484663185681,4.019381523748645,4.42484663185681,2.849310271098391,2.7508701982851385,0.691153161953081,3.8187108282864943])",1.0
R029,"['appear', 'school', 'big', 'subject.', 'seem', 'sit', 'husband', 'tax', 'look', 'administration.', 'run', 'world', 'anyone', 'near', 'something', 'always.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[266,666,2588,2679,3048,3614,3684,4506,4687,5974,6587,6816,6946,7208,8182,9034,9144,9189,9360,9462,9826,9939],[3.8187108282864943,4.270695952029551,4.019381523748645,4.42484663185681,5.117993812416755,0.6832166123573445,3.6516567436233283,0.691153161953081,0.6871770135734415,4.019381523748645,4.830311739964974,5.523458920524919,4.607168188650764,3.6516567436233283,4.137164559405029,2.849310271098391,2.7508701982851385,3.914021008090819,4.270695952029551,0.691153161953081,3.577548771469606,4.270695952029551])",1.0
R126,"['traditional', 'protect', 'sister', 'political', 'price', 'message.', 'analysis', 'prevent', 'rather', 'history', 'sea', 'instead', 'prove.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[1296,1738,2837,3252,3521,3614,3935,4486,4506,4527,4687,5105,6543,7055,7066,7235,9462,9617],[4.137164559405029,4.270695952029551,4.42484663185681,4.42484663185681,4.42484663185681,0.6832166123573445,4.019381523748645,4.607168188650764,0.691153161953081,4.607168188650764,0.6871770135734415,4.607168188650764,4.137164559405029,4.830311739964974,2.8154087194227095,4.270695952029551,0.691153161953081,4.137164559405029])",1.0
R132,"['discuss', 'citizen', 'space', 'president', 'education', 'bill.', 'week', 'option', 'loss', 'way.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[8,1306,3204,3614,4506,4639,4687,5047,5122,5329,5530,9188,9462,9613],[4.019381523748645,4.42484663185681,5.523458920524919,1.366433224714689,0.691153161953081,4.830311739964974,0.6871770135734415,2.7200985396183848,4.270695952029551,4.137164559405029,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029])",1.0
R025,"['represent', 'wind', 'stay', 'network', 'light', 'bar', 'short.', 'rate', 'much', 'power', 'draw', 'especially.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[253,433,524,746,1720,1770,2558,3056,3556,3614,4506,4687,7332,8167,8717,9152,9462],[4.42484663185681,3.8187108282864943,3.8187108282864943,5.117993812416755,3.914021008090819,3.0385522707369192,4.019381523748645,4.270695952029551,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,4.019381523748645,3.6516567436233283,4.270695952029551,4.019381523748645,0.691153161953081])",1.0
F214,"['maintain', 'take', 'adult.', 'cause', 'hit.', 'usually', 'shake', 'finally', 'run', 'firm', 'box.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[266,316,503,855,885,1817,2180,2990,3892,5247,5850,6747,7281,7904,7936,8338,8774,8894],[3.8187108282864943,4.42484663185681,0.691153161953081,4.019381523748645,5.523458920524919,4.019381523748645,4.42484663185681,4.42484663185681,2.5530444549552183,4.137164559405029,0.691153161953081,2.5530444549552183,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551])",0.0
R177,"['wide', 'along', 'item', 'usually', 'something.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[1916,2836,2840,2990,3614,4240,4506,4687,6944,9462],[4.019381523748645,4.830311739964974,4.42484663185681,4.42484663185681,0.6832166123573445,5.117993812416755,0.691153161953081,0.6871770135734415,2.849310271098391,0.691153161953081])",1.0
R196,"['know', 'style', 'trial', 'energy', 'green', 'forward', 'ask.', 'whose', 'new', 'process', 'notice', 'page.', 'degree', 'way', 'along', 'project.', 'line', 'bad', 'nation', 'cultural.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[551,585,1182,1525,2609,2840,3410,3614,3813,4014,4506,4687,4991,5101,5432,7779,7956,8000,8040,8307,8411,8471,9391,9462,9539,9943],[4.42484663185681,4.019381523748645,4.830311739964974,4.270695952029551,4.607168188650764,4.42484663185681,4.607168188650764,0.6832166123573445,5.117993812416755,4.270695952029551,0.691153161953081,0.6871770135734415,2.6330871626287546,4.830311739964974,2.6902455764687034,3.577548771469606,4.607168188650764,4.42484663185681,3.383392757028649,4.019381523748645,3.3262343431887,5.523458920524919,4.830311739964974,0.691153161953081,4.019381523748645,4.019381523748645])",1.0
R135,"['reveal', 'anything', 'data', 'anything', 'anything', 'him.', 'speech', 'fund', 'nice', 'front', 'best', 'day.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[502,504,763,1507,1695,1842,2114,3351,3370,3614,4506,4638,4687,4991,5432,9462],[5.117993812416755,4.270695952029551,4.019381523748645,4.42484663185681,3.8187108282864943,4.830311739964974,12.812087856088652,4.830311739964974,4.42484663185681,0.6832166123573445,0.691153161953081,4.019381523748645,0.6871770135734415,2.6330871626287546,2.6902455764687034,0.691153161953081])",1.0
F152,"['role', 'take', 'edge', 'main', 'citizen', 'blood.', 'stuff', 'section', 'agree', 'base', 'occur', 'try', 'service.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[8,503,855,1637,1921,2259,3350,3921,4221,4349,4693,5850,6925,6968,7281,7722,7936,8173,8338,9813],[4.019381523748645,0.691153161953081,4.019381523748645,4.42484663185681,4.137164559405029,2.7826188965997183,3.8187108282864943,5.117993812416755,5.523458920524919,5.117993812416755,4.42484663185681,0.691153161953081,4.019381523748645,4.42484663185681,0.6871770135734415,4.607168188650764,0.691153161953081,3.5085558999826545,0.691153161953081,2.997730276216664])",0.0
F180,"['support', 'identify', 'yet.', 'agency', 'similar', 'common', 'simply', 'memory.', 'less', 'particular', 'value', 'member', 'study.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,765,1195,1642,3882,3892,3967,5850,6079,6332,6747,6790,7046,7281,7403,7936,8217,8338,8625,8984],[0.691153161953081,4.137164559405029,4.270695952029551,4.137164559405029,5.117993812416755,2.5530444549552183,4.137164559405029,0.691153161953081,4.607168188650764,4.019381523748645,2.5530444549552183,4.607168188650764,4.019381523748645,0.6871770135734415,4.270695952029551,0.691153161953081,4.607168188650764,0.691153161953081,4.830311739964974,4.019381523748645])",0.0
F003,"['fear', 'important', 'rich', 'suggest.', 'executive', 'pay', 'sell', 'necessary', 'subject', 'heart', 'clear.', 'create', 'anyone', 'food', 'her.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,666,1401,1404,1967,3478,3892,4485,4897,5850,6212,6747,7281,7748,7936,7979,8338,8653,8655,9513,9808,9966],[0.691153161953081,4.270695952029551,5.523458920524919,4.270695952029551,4.019381523748645,4.830311739964974,2.5530444549552183,3.8187108282864943,4.019381523748645,0.691153161953081,4.137164559405029,2.5530444549552183,0.6871770135734415,4.830311739964974,0.691153161953081,4.607168188650764,0.691153161953081,4.42484663185681,3.6516567436233283,3.8187108282864943,4.019381523748645,4.270695952029551])",0.0
F244,"['network', 'agreement', 'contain', 'body', 'rise', 'this.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,841,3486,4816,4921,4963,5850,7281,7493,7936,8338,8413,9152],[0.691153161953081,4.42484663185681,2.849310271098391,3.577548771469606,2.849310271098391,5.523458920524919,0.691153161953081,0.6871770135734415,4.607168188650764,0.691153161953081,0.691153161953081,3.4440173788450834,4.019381523748645])",0.0
F194,"['player', 'task', 'establish', 'first', 'building', 'gas', 'reason', 'get.', 'firm', 'draw', 'fear.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,2066,2147,2923,2944,5607,5850,5852,6403,6604,7281,7615,7936,8167,8338,8451,8894,9876],[0.691153161953081,2.7508701982851385,5.523458920524919,4.42484663185681,4.270695952029551,4.830311739964974,0.691153161953081,4.830311739964974,4.019381523748645,4.42484663185681,0.6871770135734415,4.830311739964974,0.691153161953081,3.6516567436233283,0.691153161953081,4.607168188650764,4.270695952029551,2.7508701982851385])",0.0
R044,"['college', 'second', 'answer', 'include', 'meeting', 'agree', 'question.', 'nothing', 'quickly', 'compare.', 'teach', 'lot', 'rather', 'skill.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[20,2837,2953,3391,3479,3614,3619,4292,4506,4570,4687,4943,6241,6925,6944,8057,8522,9256,9462],[4.607168188650764,4.42484663185681,4.270695952029551,4.137164559405029,4.42484663185681,0.6832166123573445,4.019381523748645,4.270695952029551,0.691153161953081,5.117993812416755,0.6871770135734415,4.019381523748645,5.523458920524919,4.019381523748645,2.849310271098391,4.830311739964974,5.117993812416755,5.117993812416755,0.691153161953081])",1.0
R141,"['week', 'center', 'notice', 'minute.', 'finally', 'move', 'mr', 'cultural', 'story', 'fine', 'run', 'different.', 'unit', 'future', 'late', 'use.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[266,1480,1525,1817,2647,3079,3409,3614,4506,4687,5122,6282,6335,6431,6488,6855,7175,9021,9034,9144,9233,9462],[3.8187108282864943,4.270695952029551,4.270695952029551,4.019381523748645,4.830311739964974,3.577548771469606,5.117993812416755,0.6832166123573445,0.691153161953081,0.6871770135734415,4.270695952029551,4.019381523748645,4.270695952029551,4.019381523748645,3.8187108282864943,4.607168188650764,5.523458920524919,4.137164559405029,2.849310271098391,2.7508701982851385,4.019381523748645,0.691153161953081])",1.0
R188,"['impact', 'physical', 'evening', 'serve', 'mention', 'land', 'begin.', 'project', 'first', 'huge.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1725,1972,2059,2230,2907,3614,4506,4687,5286,5321,6403,7148,7274,8649,9462],[2.849310271098391,4.830311739964974,4.270695952029551,2.60568818844064,4.137164559405029,4.42484663185681,0.6832166123573445,0.691153161953081,0.6871770135734415,4.830311739964974,4.42484663185681,4.019381523748645,5.117993812416755,5.523458920524919,4.019381523748645,0.691153161953081])",1.0
F010,"['factor', 'cover', 'security', 'become', 'indeed.', 'congress', 'effort', 'discussion.', 'especially', 'court', 'still.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1649,1996,2634,4079,4568,5726,5850,6104,7090,7281,7936,8173,8338,8728,9561],[0.691153161953081,2.958509563063383,4.607168188650764,4.607168188650764,4.270695952029551,4.830311739964974,4.270695952029551,4.019381523748645,0.691153161953081,4.019381523748645,4.270695952029551,0.6871770135734415,0.691153161953081,3.5085558999826545,0.691153161953081,3.2721671219184243,3.914021008090819])",0.0
R106,"['history', 'foot', 'determine', 'fine', 'term', 'simply', 'throughout.', 'sense', 'wait', 'benefit.', 'career', 'reflect', 'writer', 'week.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[1642,1840,2188,2302,2622,3614,4506,4687,4930,5321,5447,5477,6431,6543,6906,7734,7890,9034,9144,9462],[4.137164559405029,4.830311739964974,4.270695952029551,4.830311739964974,5.117993812416755,0.6832166123573445,0.691153161953081,0.6871770135734415,3.5085558999826545,4.42484663185681,3.4440173788450834,4.607168188650764,4.019381523748645,4.137164559405029,5.117993812416755,4.607168188650764,3.7316994512968646,2.849310271098391,2.7508701982851385,0.691153161953081])",1.0
R049,"['drop', 'need', 'sort.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[3614,4506,4687,6537,7066,8577,9311,9462],[0.6832166123573445,0.691153161953081,0.6871770135734415,3.914021008090819,2.8154087194227095,4.019381523748645,5.117993812416755,0.691153161953081])",1.0
R144,"['late', 'child', 'company', 'money.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[25,942,3079,3614,4506,4687,4991,5432,7244,9462],[5.117993812416755,4.137164559405029,3.577548771469606,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,2.6902455764687034,3.577548771469606,0.691153161953081])",1.0
F199,"['teacher', 'sort', 'probably', 'cell.', 'nature', 'notice', 'need', 'road.', 'official', 'friend', 'sense', 'parent.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[488,503,1525,1831,2297,3486,3611,4921,5447,5720,5850,6537,7281,7936,7958,8338,8485,8549,8708],[3.6516567436233283,0.691153161953081,4.270695952029551,5.523458920524919,4.830311739964974,2.849310271098391,3.8187108282864943,2.849310271098391,3.4440173788450834,3.8187108282864943,0.691153161953081,3.914021008090819,0.6871770135734415,0.691153161953081,5.523458920524919,0.691153161953081,4.607168188650764,5.523458920524919,4.019381523748645])",0.0
F215,"['clear', 'show', 'father', 'democrat.', 'particularly', 'bag', 'prove', 'institution', 'beat.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[415,503,1611,1800,3243,3892,4019,5214,5850,6443,6747,7281,7936,8338,9612,9924],[4.42484663185681,0.691153161953081,4.137164559405029,4.42484663185681,4.607168188650764,2.5530444549552183,4.019381523748645,3.8187108282864943,0.691153161953081,3.6516567436233283,2.5530444549552183,0.6871770135734415,0.691153161953081,0.691153161953081,5.523458920524919,5.117993812416755])",0.0
R176,"['wrong', 'must', 'type', 'reach', 'smile', 'according.', 'full', 'strategy', 'or.', 'brother', 'former', 'interesting', 'fill', 'close.', 'understand', 'physical', 'speak', 'mean', 'understand.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[291,909,1023,2291,2713,3526,3614,3634,4160,4506,4687,4732,6487,6512,7937,8386,8413,8649,8897,9034,9144,9462,9718,9727,9907],[4.607168188650764,4.270695952029551,3.7316994512968646,5.117993812416755,3.7316994512968646,4.607168188650764,0.6832166123573445,4.42484663185681,3.914021008090819,0.691153161953081,0.6871770135734415,3.6516567436233283,4.270695952029551,4.137164559405029,4.830311739964974,4.607168188650764,3.4440173788450834,4.019381523748645,4.270695952029551,2.849310271098391,2.7508701982851385,0.691153161953081,4.607168188650764,4.830311739964974,5.523458920524919])",1.0
F105,"['music', 'behavior', 'wall', 'street', 'citizen', 'save', 'debate.', 'buy', 'activity', 'none', 'choose.', 'hold', 'capital', 'wear', 'write', 'born', 'see', 'tax.', 'local', 'bit', 'class', 'look.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[8,80,228,503,735,1989,2389,3479,3684,4007,4333,4377,4520,4529,5354,5445,5850,6370,6404,6541,6581,7281,7936,8110,8338,8411,9545,9831],[4.019381523748645,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029,4.019381523748645,4.830311739964974,4.42484663185681,3.6516567436233283,3.914021008090819,5.523458920524919,2.60568818844064,4.42484663185681,5.523458920524919,4.42484663185681,4.607168188650764,0.691153161953081,4.42484663185681,4.270695952029551,4.607168188650764,4.137164559405029,0.6871770135734415,0.691153161953081,4.137164559405029,0.691153161953081,3.3262343431887,4.270695952029551,3.6516567436233283])",0.0
F031,"['group', 'item', 'let', 'learn.', 'special', 'matter', 'stay.', 'begin', 'gas', 'drug', 'instead.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1035,1055,1256,1513,1916,1955,2402,5607,5850,7281,7766,7860,7936,8267,8338,9766],[0.691153161953081,4.830311739964974,3.914021008090819,3.125563647726549,4.270695952029551,4.019381523748645,5.117993812416755,3.914021008090819,4.830311739964974,0.691153161953081,0.6871770135734415,4.42484663185681,5.995460552433328,0.691153161953081,4.607168188650764,0.691153161953081,5.523458920524919])",0.0
R206,"['term', 'pressure', 'moment', 'wear.', 'travel', 'show', 'say', 'many', 'increase', 'future', 'spend', 'argue.', 'start', 'speak', 'air', 'either.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[88,353,2188,2996,3401,3529,3614,4019,4506,4687,4732,5188,5661,5862,6488,7066,7509,7632,7963,8681,9462],[3.914021008090819,4.42484663185681,4.270695952029551,3.6516567436233283,4.019381523748645,4.607168188650764,0.6832166123573445,4.019381523748645,0.691153161953081,0.6871770135734415,3.6516567436233283,3.8187108282864943,4.019381523748645,4.607168188650764,3.8187108282864943,2.8154087194227095,5.117993812416755,4.607168188650764,4.019381523748645,4.830311739964974,0.691153161953081])",1.0
F238,"['half', 'eat', 'upon', 'pattern', 'go.', 'condition', 'box', 'method.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,617,1780,3892,4702,5328,5850,6735,6747,7276,7281,7922,7936,8338,8463],[0.691153161953081,4.019381523748645,4.42484663185681,2.5530444549552183,4.830311739964974,3.6516567436233283,0.691153161953081,4.607168188650764,2.5530444549552183,4.270695952029551,0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755])",0.0
R027,"['agreement', 'particular', 'seem', 'board', 'series', 'woman.', 'unit', 'happy', 'perhaps', 'anyone.', 'job', 'red', 'beat', 'heart', 'church', 'organization.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[52,557,821,1259,1273,1278,2059,2569,2588,3614,4463,4506,4687,5347,5931,6335,7454,8270,8413,8984,9462,9808],[3.8187108282864943,3.8187108282864943,2.849310271098391,4.42484663185681,3.5085558999826545,4.607168188650764,2.60568818844064,3.8187108282864943,4.019381523748645,0.6832166123573445,4.42484663185681,0.691153161953081,0.6871770135734415,4.137164559405029,5.523458920524919,4.270695952029551,4.019381523748645,5.523458920524919,3.4440173788450834,4.019381523748645,0.691153161953081,4.019381523748645])",1.0
F169,"['administration', 'gun', 'clear', 'research', 'light', 'south', 'individual.', 'pretty', 'enough', 'practice', 'information', 'growth.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1611,1720,2259,3188,3919,4280,4748,4816,5185,5850,7281,7936,8190,8313,8338,9034,9432,9813],[0.691153161953081,4.137164559405029,3.914021008090819,2.7826188965997183,4.830311739964974,4.137164559405029,4.830311739964974,4.137164559405029,3.577548771469606,4.270695952029551,0.691153161953081,0.6871770135734415,0.691153161953081,4.270695952029551,5.117993812416755,0.691153161953081,2.849310271098391,4.137164559405029,2.997730276216664])",0.0
F208,"['form', 'appear', 'meeting.', 'measure', 'enough', 'indicate', 'air', 'lead', 'now.', 'thousand', 'focus', 'one', 'hand.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[88,503,528,650,815,3802,3931,4748,5356,5621,5850,6485,6798,7032,7281,7936,8182,8338,9878],[3.914021008090819,0.691153161953081,4.270695952029551,2.958509563063383,4.137164559405029,5.117993812416755,3.8187108282864943,4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,3.914021008090819,3.7316994512968646,5.523458920524919,0.6871770135734415,0.691153161953081,4.137164559405029,0.691153161953081,4.42484663185681])",0.0
F212,"['together', 'understand', 'owner', 'road', 'air', 'their.', 'feel', 'response', 'treatment', 'others', 'case.', 'american', 'example', 'lot', 'research.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[88,503,1256,2445,3115,4108,4943,5725,5850,6053,6487,6752,6940,7066,7281,7652,7860,7936,8015,8312,8338,9606],[3.914021008090819,0.691153161953081,3.125563647726549,4.607168188650764,4.137164559405029,4.830311739964974,4.019381523748645,3.914021008090819,0.691153161953081,3.7316994512968646,4.270695952029551,4.830311739964974,4.137164559405029,2.8154087194227095,0.6871770135734415,4.42484663185681,2.997730276216664,0.691153161953081,4.830311739964974,3.8187108282864943,0.691153161953081,4.607168188650764])",0.0
F032,"['top', 'experience.', 'peace', 'respond', 'memory.', 'media', 'whole', 'seek', 'fall', 'course', 'population', 'within.', 'kid', 'whose', 'former', 'star', 'never', 'couple.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[171,281,503,627,708,1209,2072,2500,3652,3723,3729,4160,4295,4377,5170,5328,5850,6079,6697,7281,7936,8338,9258,9539],[3.7316994512968646,3.914021008090819,0.691153161953081,4.42484663185681,5.523458920524919,4.019381523748645,4.42484663185681,4.607168188650764,4.270695952029551,4.42484663185681,4.42484663185681,3.914021008090819,5.117993812416755,2.60568818844064,4.607168188650764,3.6516567436233283,0.691153161953081,4.607168188650764,4.137164559405029,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,4.019381523748645])",0.0
F109,"['officer', 'free', 'next', 'fine', 'professional', 'officer', 'last.', 'leave', 'road', 'throughout', 'at.', 'difference', 'exactly', 'sing', 'open', 'forget', 'beautiful.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,696,870,1073,2096,2155,2913,3039,4377,5725,5783,5850,5948,6431,6451,7146,7152,7281,7866,7936,8273,8338],[0.691153161953081,8.03876304749729,5.117993812416755,4.137164559405029,4.42484663185681,3.8187108282864943,3.7316994512968646,5.117993812416755,2.60568818844064,3.914021008090819,4.137164559405029,0.691153161953081,4.270695952029551,4.019381523748645,3.8187108282864943,4.830311739964974,5.117993812416755,0.6871770135734415,4.42484663185681,0.691153161953081,4.137164559405029,0.691153161953081])",0.0
